"title","year","genres","rating"
"Bird Box","2018","drama,horror","6.6 base on 259,633 votes"
"Midnight Special","2016","drama,mystery,thriller","6.6 base on 72,346 votes"
"The Invitation","I (2015)","drama,mystery,thriller","6.6 base on 84,933 votes"
"The Homesman","2014","drama,western","6.6 base on 29,481 votes"
"Louder Than Bombs","2015","drama","6.6 base on 11,431 votes"
"Promised Land","2012","drama","6.6 base on 35,734 votes"
"The Immigrant","2013","drama,romance","6.6 base on 28,790 votes"
"Anna Karenina","I (2012)","drama,romance","6.6 base on 88,915 votes"
"Arbitrage","2012","drama,thriller","6.6 base on 48,603 votes"
"Sound of My Voice","2011","drama,mystery,thriller","6.6 base on 20,178 votes"
"The Art of Getting By","2011","drama,romance","6.6 base on 55,358 votes"
"The Beaver","2011","drama","6.6 base on 46,487 votes"
"Last Night","I (2010)","drama,romance","6.6 base on 46,028 votes"
"Five Minutes of Heaven","2009","drama,thriller","6.6 base on 12,018 votes"
"Last Chance Harvey","2008","drama,romance","6.6 base on 20,126 votes"
"Antichrist","2009","drama,horror","6.6 base on 112,903 votes"
"Blindness","2008","drama,mystery,thriller","6.6 base on 68,891 votes"
"Facing the Giants","2006","drama,fantasy,sport","6.6 base on 15,438 votes"
"Feast of Love","2007","drama,romance","6.6 base on 15,795 votes"
"My Blueberry Nights","2007","drama,romance","6.6 base on 50,912 votes"
"Take the Lead","2006","drama,music","6.6 base on 24,380 votes"
"Sherrybaby","2006","drama","6.6 base on 11,294 votes"
"The Manchurian Candidate","2004","drama,mystery,thriller","6.6 base on 100,778 votes"
"Secret Window","2004","drama,mystery,thriller","6.6 base on 177,041 votes"
"The Ballad of Jack and Rose","2005","drama","6.6 base on 10,905 votes"
"Chalte Chalte","2003","drama,romance","6.6 base on 14,026 votes"
"Head in the Clouds","2004","drama,romance,war","6.6 base on 14,388 votes"
"Tuck Everlasting","2002","drama,family,fantasy,romance","6.6 base on 20,665 votes"
"The Gift","2000","drama,fantasy,horror,mystery","6.6 base on 61,803 votes"
"Moonlight Mile","2002","drama,romance","6.6 base on 13,288 votes"
"What Lies Beneath","2000","drama,fantasy,horror,mystery,thriller","6.6 base on 114,968 votes"
"Instinct","1999","drama,thriller","6.6 base on 31,163 votes"
"For Love of the Game","1999","drama,romance,sport","6.6 base on 30,837 votes"
"Jakob the Liar","1999","drama,war","6.6 base on 14,738 votes"
"A Civil Action","1998","drama","6.6 base on 26,823 votes"
"The Horse Whisperer","1998","drama,romance,western","6.6 base on 38,153 votes"
"Stealing Beauty","1996","drama,mystery,romance","6.6 base on 25,144 votes"
"Powder","1995","drama,fantasy,mystery,thriller","6.6 base on 27,898 votes"
"Copycat","1995","drama,mystery,thriller","6.6 base on 52,304 votes"
"When a Man Loves a Woman","1994","drama,romance","6.6 base on 19,757 votes"
"The Hand That Rocks the Cradle","1992","drama,thriller","6.6 base on 36,766 votes"
"Little Man Tate","1991","drama","6.6 base on 13,527 votes"
"Mo' Better Blues","1990","drama,music,romance","6.6 base on 10,581 votes"
"Flatliners","1990","drama,horror,thriller","6.6 base on 77,824 votes"
"Purple Rain","1984","drama,music,musical,romance","6.6 base on 18,877 votes"
"Footloose","1984","drama,music,romance","6.6 base on 67,147 votes"
"Fame","1980","drama,music,musical","6.6 base on 19,443 votes"
"Ai no korîda","1976","drama,romance","6.6 base on 17,452 votes"
"Tommy","1975","drama,musical","6.6 base on 18,666 votes"
"The Greatest Show on Earth","1952","drama,family,romance","6.6 base on 12,392 votes"
"Mission Mangal","2019","drama,history","6.5 base on 10,137 votes"
"Operation Brothers","2019","drama,history,thriller","6.5 base on 20,116 votes"
"The Endless","I (2017)","drama,fantasy,horror,mystery,thriller","6.5 base on 28,803 votes"
"All the Bright Places","2020","drama,romance","6.5 base on 14,706 votes"
"War Room","2015","drama","6.5 base on 12,776 votes"
"The Bookshop","2017","drama","6.5 base on 11,054 votes"
"A Little Chaos","2014","drama,romance","6.5 base on 19,707 votes"
"The Duke of Burgundy","2014","drama,mystery,romance,thriller","6.5 base on 11,392 votes"
"Crimson Peak","2015","drama,fantasy,horror,mystery,romance,thriller","6.5 base on 125,476 votes"
"Emperor","2012","drama,history,war","6.5 base on 12,924 votes"
"Scenic Route","2013","drama,thriller","6.5 base on 10,072 votes"
"Incir Reçeli","2011","drama,romance","6.5 base on 11,552 votes"
"Extracted","2012","drama","6.5 base on 11,278 votes"
"Anna","VII (2013)","drama,mystery,thriller","6.5 base on 20,883 votes"
"The Ledge","2011","drama,romance,thriller","6.5 base on 18,347 votes"
"Byzantium","2012","drama,fantasy,horror,thriller","6.5 base on 39,984 votes"
"Meek's Cutoff","2010","drama,western","6.5 base on 11,605 votes"
"Stake Land","2010","drama,horror","6.5 base on 39,892 votes"
"The Lucky One","2012","drama,mystery,romance,war","6.5 base on 98,720 votes"
"Fireproof","2008","drama,fantasy,romance","6.5 base on 20,698 votes"
"A Perfect Getaway","2009","drama,mystery,thriller","6.5 base on 66,069 votes"
"Fireflies in the Garden","2008","drama","6.5 base on 12,256 votes"
"Evening","2007","drama,romance","6.5 base on 12,819 votes"
"December Boys","2007","drama,romance","6.5 base on 11,502 votes"
"London","I (2005)","drama,romance","6.5 base on 21,788 votes"
"Dreamgirls","2006","drama,music,musical","6.5 base on 66,894 votes"
"The Giver","2014","drama,romance","6.5 base on 109,374 votes"
"Tideland","2005","drama,fantasy,horror","6.5 base on 31,161 votes"
"The Skeleton Key","2005","drama,horror,mystery,thriller","6.5 base on 103,655 votes"
"The Village","2004","drama,mystery,thriller","6.5 base on 236,649 votes"
"Mona Lisa Smile","2003","drama","6.5 base on 75,554 votes"
"Crazy/Beautiful","2001","drama,romance","6.5 base on 23,495 votes"
"À ma soeur!","2001","drama","6.5 base on 10,120 votes"
"Brokedown Palace","1999","drama,mystery,thriller","6.5 base on 21,185 votes"
"Nell","1994","drama","6.5 base on 26,609 votes"
"Jungle Fever","1991","drama,romance","6.5 base on 16,371 votes"
"Jagged Edge","1985","drama,mystery,thriller","6.5 base on 12,723 votes"
"Falling in Love","1984","drama,romance","6.5 base on 12,171 votes"
"Yentl","1983","drama,musical,romance","6.5 base on 12,135 votes"
"Maniac","1980","drama,horror,thriller","6.5 base on 13,685 votes"
"Unsane","2018","drama,horror,mystery,thriller","6.4 base on 37,487 votes"
"Every Day","2018","drama,fantasy,romance","6.4 base on 16,905 votes"
"Newness","2017","drama,romance","6.4 base on 12,018 votes"
"Beach Rats","2017","drama","6.4 base on 11,292 votes"
"Ghostland","2018","drama,horror,mystery,thriller","6.4 base on 22,010 votes"
"Ghost Stories","I (2017)","drama,horror","6.4 base on 28,668 votes"
"Chappaquiddick","2017","drama,history,thriller","6.4 base on 11,149 votes"
"Everything, Everything","2017","drama,romance","6.4 base on 30,785 votes"
"The Devil's Candy","2015","drama,horror,thriller","6.4 base on 16,011 votes"
"A Cure for Wellness","2016","drama,fantasy,horror,mystery,thriller","6.4 base on 80,192 votes"
"The Space Between Us","I (2017)","drama,romance","6.4 base on 45,893 votes"
"Cake","II (2014)","drama","6.4 base on 34,504 votes"
"Good Kill","2014","drama,thriller,war","6.4 base on 22,046 votes"
"Il racconto dei racconti - Tale of Tales","2015","drama,fantasy,horror","6.4 base on 25,524 votes"
"The Survivalist","2015","drama,thriller","6.4 base on 15,284 votes"
"Project Almanac","2015","drama,mystery,thriller","6.4 base on 74,246 votes"
"La belle et la bête","2014","drama,family,fantasy,romance,thriller","6.4 base on 19,081 votes"
"White Bird in a Blizzard","2014","drama,mystery,thriller","6.4 base on 26,361 votes"
"Goliyon Ki Rasleela Ram-Leela","2013","drama,musical,romance","6.4 base on 17,909 votes"
"Hours","2013","drama,thriller","6.4 base on 27,523 votes"
"A Bigger Splash","2015","drama,thriller","6.4 base on 25,708 votes"
"Europa Report","2013","drama,mystery,thriller","6.4 base on 65,651 votes"
"Breathe In","2013","drama,romance","6.4 base on 13,780 votes"
"Resolution","III (2012)","drama,horror,mystery,thriller","6.4 base on 13,033 votes"
"Great Expectations","2012","drama,romance","6.4 base on 11,956 votes"
"Step Up Revolution","2012","drama,music,romance","6.4 base on 52,842 votes"
"Before I Fall","2017","drama,fantasy,mystery","6.4 base on 43,308 votes"
"The Woman in Black","2012","drama,fantasy,horror,thriller","6.4 base on 170,806 votes"
"Daydream Nation","2010","drama,romance","6.4 base on 12,038 votes"
"Everything Must Go","2010","drama","6.4 base on 46,948 votes"
"Charlie St. Cloud","2010","drama,fantasy,romance","6.4 base on 57,211 votes"
"The Company You Keep","2012","drama,thriller","6.4 base on 30,824 votes"
"Upside Down","I (2012)","drama,fantasy,romance","6.4 base on 68,224 votes"
"Extraordinary Measures","2010","drama","6.4 base on 16,044 votes"
"Womb","2010","drama,romance","6.4 base on 13,056 votes"
"Hereafter","2010","drama,fantasy,romance","6.4 base on 89,125 votes"
"Burlesque","I (2010)","drama,music,musical,romance","6.4 base on 75,711 votes"
"Veronika Decides to Die","2009","drama,romance","6.4 base on 11,927 votes"
"The Experiment","2010","drama,thriller","6.4 base on 50,505 votes"
"Stop-Loss","2008","drama,war","6.4 base on 19,434 votes"
"Love in the Time of Cholera","2007","drama,romance","6.4 base on 22,062 votes"
"Margaret","I (2011)","drama","6.4 base on 15,520 votes"
"Being Flynn","2012","drama","6.4 base on 16,306 votes"
"Down in the Valley","2005","drama,romance,thriller","6.4 base on 17,684 votes"
"Laurel Canyon","2002","drama","6.4 base on 15,695 votes"
"The Good Girl","2002","drama,romance","6.4 base on 42,355 votes"
"The Mothman Prophecies","2002","drama,horror,mystery,thriller","6.4 base on 73,670 votes"
"Changing Lanes","2002","drama,thriller","6.4 base on 65,530 votes"
"Charlotte Gray","2001","drama,romance,thriller,war","6.4 base on 10,404 votes"
"Hard Ball","2001","drama,sport","6.4 base on 27,495 votes"
"Along Came a Spider","2001","drama,thriller","6.4 base on 73,520 votes"
"Rules of Engagement","2000","drama,thriller,war","6.4 base on 43,409 votes"
"The Deep End of the Ocean","1999","drama","6.4 base on 12,559 votes"
"Inventing the Abbotts","1997","drama,romance","6.4 base on 11,332 votes"
"Phenomenon","1996","drama,fantasy,romance","6.4 base on 73,201 votes"
"Crash","1996","drama","6.4 base on 49,935 votes"
"The Craft","1996","drama,fantasy,horror,thriller","6.4 base on 73,081 votes"
"Frankenstein","1994","drama,horror,romance","6.4 base on 49,811 votes"
"The Good Son","1993","drama,thriller","6.4 base on 35,379 votes"
"Single White Female","1992","drama,thriller","6.4 base on 30,937 votes"
"Not Without My Daughter","1991","drama,thriller","6.4 base on 11,949 votes"
"The Exorcist III","1990","drama,horror,mystery","6.4 base on 24,211 votes"
"Always","1989","drama,fantasy,romance","6.4 base on 27,142 votes"
"St. Elmo's Fire","1985","drama,romance","6.4 base on 34,454 votes"
"The Great Gatsby","1974","drama,romance","6.4 base on 22,877 votes"
"Apostle","2018","drama,fantasy,horror,mystery,thriller","6.3 base on 38,516 votes"
"The Aftermath","II (2019)","drama,romance,war","6.3 base on 15,114 votes"
"The Beguiled","2017","drama,thriller","6.3 base on 49,019 votes"
"Wakefield","2016","drama","6.3 base on 14,638 votes"
"The Discovery","I (2017)","drama,romance,thriller","6.3 base on 27,691 votes"
"Lights Out","II (2016)","drama,horror,mystery,thriller","6.3 base on 109,764 votes"
"Certain Women","2016","drama","6.3 base on 11,367 votes"
"The Shallows","2016","drama,horror,thriller","6.3 base on 115,449 votes"
"Cargo","I (2017)","drama,horror,thriller","6.3 base on 33,262 votes"
"The Disappearance of Eleanor Rigby: Them","2014","drama,romance","6.3 base on 11,431 votes"
"Berlin Syndrome","2017","drama,horror,mystery,thriller","6.3 base on 20,822 votes"
"The Shack","I (2017)","drama,fantasy","6.3 base on 28,959 votes"
"Sand Castle","2017","drama,war","6.3 base on 17,778 votes"
"A Field in England","2013","drama,history,horror,mystery","6.3 base on 10,432 votes"
"Parkland","2013","drama,history,mystery,thriller","6.3 base on 14,692 votes"
"Third Person","2013","drama,romance","6.3 base on 25,973 votes"
"Endless Love","2014","drama,romance","6.3 base on 39,496 votes"
"Ginger & Rosa","2012","drama","6.3 base on 10,137 votes"
"American Mary","2012","drama,horror","6.3 base on 21,465 votes"
"Before I Go to Sleep","2014","drama,horror,mystery,thriller","6.3 base on 68,963 votes"
"Country Strong","2010","drama,music","6.3 base on 16,902 votes"
"W.E.","2011","drama,history,romance","6.3 base on 11,802 votes"
"Under the Skin","I (2013)","drama,horror,thriller","6.3 base on 123,692 votes"
"Mother's Day","I (2010)","drama,horror,thriller","6.3 base on 15,561 votes"
"Chloe","2009","drama,mystery,romance,thriller","6.3 base on 67,641 votes"
"Noruwei no mori","2010","drama,romance","6.3 base on 10,812 votes"
"Dorian Gray","2009","drama,fantasy,thriller","6.3 base on 59,598 votes"
"Love and Other Impossible Pursuits","2009","drama","6.3 base on 18,399 votes"
"Powder Blue","2009","drama","6.3 base on 13,853 votes"
"Dear John","I (2010)","drama,romance,war","6.3 base on 134,968 votes"
"Lake Mungo","2008","drama,horror,mystery,thriller","6.3 base on 16,247 votes"
"The Uninvited","2009","drama,horror,mystery,thriller","6.3 base on 74,396 votes"
"The Life Before Her Eyes","2007","drama,fantasy,mystery,thriller","6.3 base on 13,403 votes"
"The Nines","2007","drama,fantasy,mystery,thriller","6.3 base on 32,284 votes"
"The Only Living Boy in New York","2017","drama","6.3 base on 10,444 votes"
"Flightplan","2005","drama,mystery,thriller","6.3 base on 148,970 votes"
"Shopgirl","2005","drama,romance","6.3 base on 23,020 votes"
"Loving Annabelle","2006","drama,romance","6.3 base on 11,598 votes"
"Ararat","2002","drama,war","6.3 base on 11,183 votes"
"Don't Say a Word","2001","drama,mystery,thriller","6.3 base on 47,517 votes"
"Possession","2002","drama,mystery,romance","6.3 base on 12,605 votes"
"Hart's War","2002","drama,war","6.3 base on 49,931 votes"
"Rock Star","2001","drama,music","6.3 base on 40,085 votes"
"Enigma","2001","drama,mystery,romance,thriller,war","6.3 base on 19,743 votes"
"Message in a Bottle","1999","drama,romance","6.3 base on 34,771 votes"
"Fear","1996","drama,thriller","6.3 base on 39,045 votes"
"The Crossing Guard","1995","drama,thriller","6.3 base on 12,451 votes"
"The Vanishing","1993","drama,horror,mystery,thriller","6.3 base on 22,531 votes"
"Forever Young","1992","drama,romance","6.3 base on 43,291 votes"
"Sleeping with the Enemy","1991","drama,thriller","6.3 base on 48,135 votes"
"Urban Cowboy","1980","drama,romance,western","6.3 base on 12,641 votes"
"Damien: Omen II","1978","drama,horror","6.3 base on 28,306 votes"
"Topaz","1969","drama,thriller","6.3 base on 16,049 votes"
"The Birth of a Nation","1915","drama,history,war","6.3 base on 21,715 votes"
"Crawl","I (2019)","drama,horror,thriller","6.2 base on 54,237 votes"
"Prospect","2018","drama,thriller,western","6.2 base on 16,428 votes"
"Wonder Wheel","2017","drama","6.2 base on 23,378 votes"
"The Eyes of My Mother","2016","drama,horror","6.2 base on 10,853 votes"
"A Dark Song","2016","drama,fantasy,horror,mystery","6.2 base on 13,166 votes"
"I Kill Giants","2017","drama,fantasy,thriller","6.2 base on 25,115 votes"
"I Am Not a Serial Killer","2016","drama,horror,thriller","6.2 base on 13,080 votes"
"The Goldfinch","2019","drama","6.2 base on 11,796 votes"
"We Are Your Friends","2015","drama,music,romance","6.2 base on 34,694 votes"
"Before I Wake","2016","drama,fantasy,horror,thriller","6.2 base on 36,790 votes"
"Palo Alto","2013","drama","6.2 base on 26,590 votes"
"Rememory","2017","drama,mystery","6.2 base on 14,390 votes"
"Adoration","2013","drama,romance","6.2 base on 31,280 votes"
"Winter's Tale","2014","drama,fantasy,mystery,romance","6.2 base on 50,996 votes"
"Berberian Sound Studio","2012","drama,horror,thriller","6.2 base on 13,996 votes"
"Shadow Dancer","2012","drama,thriller","6.2 base on 11,779 votes"
"Red Lights","2012","drama,fantasy,horror,mystery,thriller","6.2 base on 57,186 votes"
"The Deep Blue Sea","2011","drama,romance","6.2 base on 14,413 votes"
"360","2011","drama,thriller","6.2 base on 15,597 votes"
"Step Up 3D","2010","drama,music,romance","6.2 base on 54,758 votes"
"Peacock","2010","drama,thriller","6.2 base on 10,504 votes"
"Wall Street: Money Never Sleeps","2010","drama","6.2 base on 96,292 votes"
"Step Up 2: The Streets","2008","drama,music,romance","6.2 base on 78,387 votes"
"Franklyn","2008","drama,fantasy,thriller","6.2 base on 16,589 votes"
"The Last Mimzy","2007","drama,family","6.2 base on 20,523 votes"
"Tulip Fever","2017","drama,history,romance","6.2 base on 17,300 votes"
"Youth Without Youth","2007","drama,fantasy,mystery,romance","6.2 base on 12,762 votes"
"Edmond","2005","drama,thriller","6.2 base on 11,092 votes"
"All the King's Men","2006","drama,thriller","6.2 base on 23,234 votes"
"The Final Cut","2004","drama,thriller","6.2 base on 30,554 votes"
"Code 46","2003","drama,romance,thriller","6.2 base on 19,658 votes"
"The Human Stain","2003","drama,romance,thriller","6.2 base on 28,688 votes"
"Solaris","2002","drama,mystery,romance","6.2 base on 77,600 votes"
"The Hole","2001","drama,mystery,thriller","6.2 base on 43,414 votes"
"Vanity Fair","2004","drama","6.2 base on 20,611 votes"
"The Man Who Cried","2000","drama,music,romance,war","6.2 base on 13,938 votes"
"Save the Last Dance","2001","drama,music,romance","6.2 base on 55,836 votes"
"Impostor","2001","drama,mystery,thriller","6.2 base on 22,239 votes"
"Nightwatch","1997","drama,horror,thriller","6.2 base on 18,496 votes"
"Up Close & Personal","1996","drama,romance","6.2 base on 13,183 votes"
"The Portrait of a Lady","1996","drama,romance","6.2 base on 10,540 votes"
"City Hall","1996","drama,thriller","6.2 base on 19,150 votes"
"Wolf","1994","drama,horror,romance,thriller","6.2 base on 51,146 votes"
"Blue Chips","1994","drama,sport","6.2 base on 11,784 votes"
"Sommersby","1993","drama,mystery,romance","6.2 base on 18,717 votes"
"Monkey Shines","1988","drama,horror,thriller","6.2 base on 10,257 votes"
"Youngblood","1986","drama,romance,sport","6.2 base on 11,931 votes"
"Flashdance","1983","drama,music,romance","6.2 base on 45,759 votes"
"The Perfection","2018","drama,horror,thriller","6.1 base on 31,272 votes"
"Brightburn","2019","drama,horror,mystery","6.1 base on 70,716 votes"
"The Lodge","2019","drama,horror,thriller","6.1 base on 16,776 votes"
"Personal Shopper","2016","drama,mystery,thriller","6.1 base on 34,799 votes"
"Ouija: Origin of Evil","2016","drama,horror,mystery,thriller","6.1 base on 51,312 votes"
"Love","II (2015)","drama,romance","6.1 base on 43,013 votes"
"The Sea of Trees","2015","drama,fantasy,mystery","6.1 base on 12,713 votes"
"Equals","2015","drama,romance","6.1 base on 26,294 votes"
"Lost Girls","2020","drama,mystery,thriller","6.1 base on 12,518 votes"
"The Signal","2014","drama,mystery,thriller","6.1 base on 60,833 votes"
"Beautiful Creatures","2013","drama,fantasy,romance","6.1 base on 82,406 votes"
"Coriolanus","2011","drama,thriller,war","6.1 base on 30,466 votes"
"Habitación en Roma","2010","drama,romance","6.1 base on 21,585 votes"
"Bug","2006","drama,horror,thriller","6.1 base on 32,237 votes"
"The Lazarus Project","2008","drama,mystery,thriller","6.1 base on 16,707 votes"
"Right at Your Door","2006","drama,thriller","6.1 base on 12,733 votes"
"Kabhi Alvida Naa Kehna","2006","drama,romance","6.1 base on 17,568 votes"
"Birth","2004","drama,fantasy,mystery,thriller","6.1 base on 33,967 votes"
"Willard","2003","drama,horror,thriller","6.1 base on 17,253 votes"
"Divine Secrets of the Ya-Ya Sisterhood","2002","drama","6.1 base on 17,717 votes"
"Dragonfly","2002","drama,fantasy,mystery,romance,thriller","6.1 base on 36,042 votes"
"Intimacy","2001","drama,romance","6.1 base on 10,970 votes"
"Original Sin","2001","drama,mystery,romance,thriller","6.1 base on 52,644 votes"
"O","2001","drama,romance,thriller","6.1 base on 18,956 votes"
"Disclosure","1994","drama,thriller","6.1 base on 44,946 votes"
"Poetic Justice","1993","drama,romance","6.1 base on 12,164 votes"
"Little Buddha","1993","drama","6.1 base on 15,238 votes"
"Dying Young","1991","drama,romance","6.1 base on 14,519 votes"
"The Russia House","1990","drama,romance,thriller","6.1 base on 13,915 votes"
"My Cousin Rachel","2017","drama,mystery,romance","6 base on 16,946 votes"
"Circle","II (2015)","drama,horror,mystery,thriller","6 base on 38,283 votes"
"Backcountry","I (2014)","drama,horror,thriller","6 base on 17,736 votes"
"Starry Eyes","2014","drama,fantasy,horror,thriller","6 base on 17,413 votes"
"The Riot Club","2014","drama,thriller","6 base on 20,893 votes"
"Greta","2018","drama,mystery,thriller","6 base on 22,251 votes"
"Step Up All In","2014","drama,music,romance","6 base on 31,697 votes"
"Ask Me Anything","2014","drama","6 base on 11,215 votes"
"Night Moves","2013","drama,thriller","6 base on 14,152 votes"
"Victor Frankenstein","2015","drama,horror,thriller","6 base on 50,521 votes"
"Very Good Girls","2013","drama,romance","6 base on 14,076 votes"
"Z for Zachariah","2015","drama,thriller","6 base on 27,098 votes"
"Dream House","2011","drama,mystery,thriller","6 base on 61,994 votes"
"The Last Song","2010","drama,music,romance","6 base on 78,909 votes"
"The Rite","2011","drama,horror,mystery,thriller","6 base on 88,965 votes"
"Nights in Rodanthe","2008","drama,romance","6 base on 22,399 votes"
"The Good German","2006","drama,mystery,romance,thriller,war","6 base on 23,652 votes"
"Half Light","2006","drama,horror,mystery,romance,thriller","6 base on 13,025 votes"
"Hide and Seek","2005","drama,horror,mystery,thriller","6 base on 80,022 votes"
"Dirty Dancing: Havana Nights","2004","drama,music,romance","6 base on 26,112 votes"
"The Alamo","2004","drama,history,war,western","6 base on 19,233 votes"
"Deathwatch","2002","drama,horror,thriller,war","6 base on 10,427 votes"
"At First Sight","1999","drama,romance","6 base on 12,763 votes"
"Hope Floats","1998","drama,romance","6 base on 23,813 votes"
"The Indian in the Cupboard","1995","drama,family,fantasy","6 base on 25,249 votes"
"Indecent Proposal","1993","drama,romance","6 base on 60,679 votes"
"Nine 1/2 Weeks","1986","drama,romance","6 base on 36,253 votes"
"Vox Lux","2018","drama,music","5.9 base on 14,752 votes"
"Mine","II (2016)","drama,fantasy,thriller,war","5.9 base on 14,748 votes"
"Backtrack","I (2015)","drama,fantasy,mystery,thriller","5.9 base on 11,270 votes"
"We Are What We Are","2013","drama,horror,thriller","5.9 base on 19,267 votes"
"Grand Piano","2013","drama,music,mystery,thriller","5.9 base on 16,980 votes"
"Carrie","2013","drama,horror","5.9 base on 130,217 votes"
"Phantom","I (2013)","drama,history,thriller,war","5.9 base on 13,251 votes"
"To the Wonder","2012","drama,romance","5.9 base on 26,538 votes"
"StreetDance 3D","2010","drama,music,romance","5.9 base on 10,743 votes"
"Horse Girl","I (2020)","drama,mystery,thriller","5.9 base on 11,254 votes"
"After.Life","2009","drama,mystery,thriller","5.9 base on 35,614 votes"
"Joshua","2007","drama,horror,thriller","5.9 base on 11,663 votes"
"Silk","2007","drama,romance","5.9 base on 10,796 votes"
"The Haunting in Connecticut","2009","drama,horror,mystery,thriller","5.9 base on 58,140 votes"
"Premonition","I (2007)","drama,fantasy,thriller","5.9 base on 71,282 votes"
"World Trade Center","2006","drama,history,thriller","5.9 base on 76,252 votes"
"Passengers","2008","drama,fantasy,horror,mystery,romance,thriller","5.9 base on 33,404 votes"
"Annapolis","2006","drama,romance,sport","5.9 base on 20,029 votes"
"Lucky You","2007","drama,romance,sport","5.9 base on 19,866 votes"
"Captain Corelli's Mandolin","2001","drama,music,romance,war","5.9 base on 32,327 votes"
"Ken Park","2002","drama","5.9 base on 28,366 votes"
"Gossip","I (2000)","drama,mystery,thriller","5.9 base on 14,160 votes"
"The Million Dollar Hotel","2000","drama,mystery,thriller","5.9 base on 20,428 votes"
"54","1998","drama,music","5.9 base on 30,988 votes"
"The Crush","1993","drama,thriller","5.9 base on 15,761 votes"
"Final Analysis","1992","drama,thriller","5.9 base on 12,850 votes"
"The Seventh Sign","1988","drama,fantasy,horror,thriller","5.9 base on 12,882 votes"
"All the Right Moves","1983","drama,romance,sport","5.9 base on 15,148 votes"
"Salò o le 120 giornate di Sodoma","1975","drama,horror,war","5.9 base on 51,967 votes"
"Ae Dil Hai Mushkil","2016","drama,music,musical,romance","5.8 base on 19,744 votes"
"Extinction","2015","drama,horror","5.8 base on 15,466 votes"
"Into the Forest","2015","drama,thriller","5.8 base on 18,111 votes"
"Lost River","2014","drama,fantasy,mystery,thriller","5.8 base on 16,576 votes"
"Romeo & Juliet","II (2013)","drama,romance","5.8 base on 10,761 votes"
"Absentia","I (2011)","drama,horror,mystery","5.8 base on 16,393 votes"
"The Divide","2011","drama,horror,thriller","5.8 base on 34,684 votes"
"Retreat","I (2011)","drama,thriller","5.8 base on 10,826 votes"
"2:22","2017","drama,mystery,thriller","5.8 base on 18,616 votes"
"Nine","2009","drama,musical,romance","5.8 base on 41,832 votes"
"The Wolfman","2010","drama,fantasy,horror,thriller","5.8 base on 101,035 votes"
"Wind Chill","2007","drama,horror,thriller","5.8 base on 21,344 votes"
"Last Days","2005","drama,music","5.8 base on 21,346 votes"
"Cry Wolf","2005","drama,horror,mystery,thriller","5.8 base on 25,589 votes"
"Savage Grace","2007","drama","5.8 base on 10,478 votes"
"The Forgotten","2004","drama,mystery,thriller","5.8 base on 63,010 votes"
"The Clearing","2004","drama,mystery,thriller","5.8 base on 13,069 votes"
"All the Pretty Horses","2000","drama,romance,western","5.8 base on 12,708 votes"
"Mary Reilly","1996","drama,horror,romance,thriller","5.8 base on 13,745 votes"
"The Keep","1983","drama,fantasy,horror","5.8 base on 10,436 votes"
"The Green Berets","1968","drama,war","5.8 base on 11,785 votes"
"The Hole in the Ground","2019","drama,horror,mystery","5.7 base on 13,424 votes"
"Shut In","2015","drama,horror,thriller","5.7 base on 11,079 votes"
"Knight of Cups","2015","drama,romance","5.7 base on 23,922 votes"
"Song to Song","I (2017)","drama,music,romance","5.7 base on 17,565 votes"
"After the Dark","2013","drama,fantasy","5.7 base on 20,743 votes"
"Clown","2014","drama,fantasy,horror,thriller","5.7 base on 21,115 votes"
"Paranoia","I (2013)","drama,thriller","5.7 base on 34,274 votes"
"Downsizing","2017","drama","5.7 base on 92,865 votes"
"Dread","2008","drama,horror,thriller","5.7 base on 11,522 votes"
"Diario de una ninfómana","2008","drama,romance","5.7 base on 10,090 votes"
"Splice","2009","drama,horror","5.7 base on 90,687 votes"
"Love Happens","2009","drama,romance","5.7 base on 30,282 votes"
"White Noise 2: The Light","2007","drama,fantasy,horror,thriller","5.7 base on 12,488 votes"
"Cube Zero","2004","drama,mystery,thriller","5.7 base on 35,742 votes"
"Bounce","2000","drama,romance","5.7 base on 19,717 votes"
"Autumn in New York","2000","drama,romance","5.7 base on 24,317 votes"
"The Intruder","I (2019)","drama,horror,mystery,thriller","5.6 base on 11,281 votes"
"Hold the Dark","2018","drama,horror,mystery,thriller","5.6 base on 31,326 votes"
"Aftermath","IV (2017)","drama,thriller","5.6 base on 20,794 votes"
"6 Years","2015","drama,romance","5.6 base on 11,013 votes"
"The Lifeguard","2013","drama,romance","5.6 base on 13,713 votes"
"Maggie","I (2015)","drama,horror","5.6 base on 40,911 votes"
"House at the End of the Street","2012","drama,horror,thriller","5.6 base on 69,566 votes"
"Beastly","2011","drama,fantasy,romance","5.6 base on 74,405 votes"
"Atlas Shrugged: Part I","2011","drama,mystery","5.6 base on 12,881 votes"
"High-Rise","2015","drama","5.6 base on 36,350 votes"
"Dark Water","2005","drama,horror,mystery","5.6 base on 58,694 votes"
"The Box","I (2009)","drama,fantasy,mystery,thriller","5.6 base on 87,541 votes"
"Blue Crush","2002","drama,romance,sport","5.6 base on 29,419 votes"
"Cube 2: Hypercube","2002","drama,mystery,thriller","5.6 base on 61,048 votes"
"Angel Eyes","2001","drama,romance","5.6 base on 22,066 votes"
"Wildling","2018","drama,fantasy,horror,thriller","5.5 base on 11,102 votes"
